order_id,date,customer_id,product_id,product,product_category,price,quantity,coupon_code,discount_pct,payment_method,shipping_city,shipping_province,sales_amount
ON100613,21/09/2025,C10162,P7733,Dumbbells,Sports,13.47,3,NO_COUPON,0,Mobile Wallet,Kitchener,ON,40.41
ON100624,21/09/2025,C12129,P6950,Pasta,Grocery,8.76,4,FREESHIP,0,Mobile Wallet,Brampton,ON,35.04
ON100090,22/09/2025,C10339,P6675,Wireless Keyboard,Electronics,25.35,2,BOGO,20,Mobile Wallet,Hamilton,ON,40.56
ON100348,22/09/2025,C11424,P9520,Resistance Bands,Sports,161.79,4,NO_COUPON,0,Mobile Wallet,Windsor,ON,647.16
ON100081,23/09/2025,C11920,P6127,Fitness Tracker,Sports,11.09,2,NO_COUPON,0,Interac,Mississauga,ON,22.18
ON100138,23/09/2025,C12200,P8979,Blender,Home & Kitchen,57.87,6,NO_COUPON,0,Credit Card,Mississauga,ON,347.22
ON100745,23/09/2025,C11136,P1517,Storage Bin,Home & Kitchen,143.38,2,BOGO,20,Debit Card,Mississauga,ON,229.41
ON100003,24/09/2025,C12319,P2149,Cereal,Grocery,8.57,3,SAVE10,10,Credit Card,Mississauga,ON,23.14
ON100119,24/09/2025,C12100,P1198,Face Cleanser,Beauty,15.21,2,NO_COUPON,0,Credit Card,Windsor,ON,30.42
ON100293,24/09/2025,C11697,P4449,Bluetooth Speaker,Electronics,223.03,2,SAVE15,15,Mobile Wallet,Ottawa,ON,379.15
ON100281,25/09/2025,C10966,P7954,Coffee Beans,Grocery,17.89,4,NO_COUPON,0,PayPal,Kitchener,ON,71.56
ON100788,26/09/2025,C12406,P4637,Water Bottle Sport,Sports,45.2,3,FREESHIP,0,Credit Card,Markham,ON,135.6
ON100921,26/09/2025,C11225,P8368,Fitness Tracker,Sports,80.62,4,WELCOME5,5,Credit Card,Brampton,ON,306.36
ON100029,27/09/2025,C11898,P9803,Knife Set,Home & Kitchen,21.29,1,NO_COUPON,0,PayPal,Markham,ON,21.29
ON100046,28/09/2025,C10161,P1484,Moisturizer,Beauty,12.46,1,NO_COUPON,0,Interac,Toronto,ON,12.46
ON100182,28/09/2025,C10799,P7316,Knife Set,Home & Kitchen,31.58,2,BOGO,20,Debit Card,Kitchener,ON,50.53
ON100215,29/09/2025,C12426,P9561,Bluetooth Speaker,Electronics,85.26,3,NO_COUPON,0,Credit Card,Barrie,ON,255.78
ON100263,29/09/2025,C10754,P4393,Water Bottle,Home & Kitchen,89.8,3,FREESHIP,0,Debit Card,Cambridge,ON,269.4
ON100857,29/09/2025,C10858,P3181,Basketball,Sports,166.84,6,NO_COUPON,0,Debit Card,Ottawa,ON,1001.04
ON100909,29/09/2025,C11826,P1746,USB-C Hub,Electronics,216.39,5,SAVE15,15,Debit Card,Windsor,ON,919.66
ON100210,30/09/2025,C11552,P6116,Webcam,Electronics,135.55,8,NO_COUPON,0,Credit Card,Cambridge,ON,1084.4
ON100871,30/09/2025,C11906,P8253,Water Bottle Sport,Sports,18.53,5,WELCOME5,5,Credit Card,London,ON,88.02
ON100019,01/10/2025,C11373,P9625,Winter Jacket,Apparel,15.19,2,NO_COUPON,0,Credit Card,Kitchener,ON,30.38
ON100030,01/10/2025,C11601,P4405,Wireless Mouse,Electronics,36.83,1,WELCOME5,5,Credit Card,Toronto,ON,34.99
ON100499,03/10/2025,C10510,P7057,Face Cleanser,Beauty,69.73,3,NO_COUPON,0,PayPal,Ottawa,ON,209.19
ON100781,03/10/2025,C10675,P7296,Granola Bars,Grocery,19.46,3,NO_COUPON,0,PayPal,Brampton,ON,58.38
ON100821,03/10/2025,C10040,P4178,Cereal,Grocery,53.58,4,NO_COUPON,0,Mobile Wallet,Guelph,ON,214.32
ON100218,04/10/2025,C11339,P2242,Moisturizer,Beauty,64.53,4,NO_COUPON,0,Credit Card,Brampton,ON,258.12
ON100530,04/10/2025,C11660,P3020,Granola Bars,Grocery,4.49,1,NO_COUPON,0,Mobile Wallet,Ottawa,ON,4.49
ON100859,04/10/2025,C10550,P9853,Hair Dryer,Beauty,21.69,5,NO_COUPON,0,Credit Card,Hamilton,ON,108.45
ON100201,05/10/2025,C12172,P6749,Moisturizer,Beauty,45.5,1,NO_COUPON,0,Mobile Wallet,Ottawa,ON,45.5
ON100112,06/10/2025,C11490,P9717,Coffee Beans,Grocery,3.94,7,NO_COUPON,0,Credit Card,Brampton,ON,27.58
ON100786,06/10/2025,C10407,P8318,Air Fryer,Home & Kitchen,174.96,3,NO_COUPON,0,Mobile Wallet,Waterloo,ON,524.88
ON100891,06/10/2025,C12247,P9377,Coffee Beans,Grocery,4.23,3,NO_COUPON,0,Debit Card,Hamilton,ON,12.69
ON100902,06/10/2025,C10980,P7240,Resistance Bands,Sports,179.81,2,NO_COUPON,0,Credit Card,London,ON,359.62
ON100329,07/10/2025,C12411,P9523,Water Bottle,Home & Kitchen,39.78,4,NO_COUPON,0,Credit Card,Cambridge,ON,159.12
ON100638,07/10/2025,C10643,P6140,Webcam,Electronics,72.58,2,NO_COUPON,0,PayPal,Cambridge,ON,145.16
ON100173,08/10/2025,C10497,P7961,Air Fryer,Home & Kitchen,19.72,2,FREESHIP,0,Credit Card,Cambridge,ON,39.44
ON100604,08/10/2025,C10954,P7519,Power Bank,Electronics,65.09,3,SAVE10,10,Credit Card,Kitchener,ON,175.74
ON100925,08/10/2025,C10626,P4654,Power Bank,Electronics,86.95,4,WELCOME5,5,Debit Card,Ottawa,ON,330.41
ON100072,09/10/2025,C11498,P7541,USB-C Hub,Electronics,38.99,3,FREESHIP,0,Credit Card,Cambridge,ON,116.97
ON100227,09/10/2025,C11667,P7429,Hoodie,Apparel,58.96,4,NO_COUPON,0,Interac,Brampton,ON,235.84
ON100479,09/10/2025,C10223,P3559,Hair Dryer,Beauty,74.05,3,NO_COUPON,0,Credit Card,Vaughan,ON,222.15
ON100700,10/10/2025,C10269,P9960,Hoodie,Apparel,44.57,3,WELCOME5,5,Mobile Wallet,Vaughan,ON,127.02
ON100053,11/10/2025,C12124,P7433,Air Fryer,Home & Kitchen,47.36,3,NO_COUPON,0,PayPal,Waterloo,ON,142.08
ON100273,11/10/2025,C12185,P1854,Knife Set,Home & Kitchen,144.56,3,NO_COUPON,0,Interac,Windsor,ON,433.68
ON100468,11/10/2025,C10349,P2035,Fitness Tracker,Sports,23.97,2,SAVE10,10,Debit Card,Toronto,ON,43.15
ON100069,13/10/2025,C10889,P7227,Power Bank,Electronics,23.37,3,NO_COUPON,0,Debit Card,Barrie,ON,70.11
ON100122,13/10/2025,C11009,P4019,Tea,Grocery,5.69,1,NO_COUPON,0,Debit Card,Ottawa,ON,5.69
ON100361,13/10/2025,C10177,P7909,Face Cleanser,Beauty,6.54,1,SAVE15,15,Debit Card,Toronto,ON,5.56
ON100107,14/10/2025,C11977,P9806,Resistance Bands,Sports,169.2,2,WELCOME5,5,PayPal,Kitchener,ON,321.48
ON100286,15/10/2025,C10738,P8894,Body Lotion,Beauty,62.6,2,SAVE15,15,Credit Card,London,ON,106.42
ON100930,15/10/2025,C12304,P6946,Baseball Cap,Apparel,156.04,3,SAVE15,15,Interac,Markham,ON,397.9
ON100959,15/10/2025,C10175,P2427,Running Shoes,Apparel,80.39,3,NO_COUPON,0,Debit Card,Brampton,ON,241.17
ON100075,16/10/2025,C10047,P2524,Knife Set,Home & Kitchen,18.32,5,FREESHIP,0,Debit Card,Markham,ON,91.6
ON100512,16/10/2025,C11970,P7462,T-Shirt,Apparel,54.73,26,WELCOME5,5,Interac,Hamilton,ON,1351.83
ON100699,16/10/2025,C10405,P9565,Coffee Maker,Home & Kitchen,22.66,5,NO_COUPON,0,Mobile Wallet,Mississauga,ON,113.3
ON100958,17/10/2025,C12182,P1158,Baseball Cap,Apparel,130.15,2,NO_COUPON,0,Mobile Wallet,Kitchener,ON,260.3
ON100614,18/10/2025,C11085,P8061,T-Shirt,Apparel,55.64,2,FREESHIP,0,Credit Card,Guelph,ON,111.28
ON100757,18/10/2025,C11203,P8634,USB-C Hub,Electronics,63.46,7,NO_COUPON,0,PayPal,Toronto,ON,444.22
ON100774,18/10/2025,C11217,P3762,Hair Dryer,Beauty,66.48,2,SAVE15,15,Mobile Wallet,Vaughan,ON,113.02
ON100635,19/10/2025,C11183,P3839,Wireless Mouse,Electronics,233.1,2,SAVE15,15,PayPal,Barrie,ON,396.27
ON100272,20/10/2025,C11913,P7005,Lip Balm,Beauty,10.46,5,SAVE15,15,PayPal,Guelph,ON,44.46
ON100278,23/10/2025,C10134,P2840,Air Fryer,Home & Kitchen,164.31,3,SAVE10,10,Credit Card,Kitchener,ON,443.64
ON101016,23/10/2025,C12354,P1417,Cereal,Grocery,6.11,5,NO_COUPON,0,Interac,Cambridge,ON,30.55
ON100438,24/10/2025,C11903,P8716,Water Bottle Sport,Sports,110.49,2,WELCOME5,5,Debit Card,Ottawa,ON,209.93
ON100642,24/10/2025,C10705,P6493,Granola Bars,Grocery,21.87,3,WELCOME5,5,Interac,Brampton,ON,62.33
ON100718,24/10/2025,C11531,P6315,Wireless Mouse,Electronics,67.37,4,NO_COUPON,0,Credit Card,Brampton,ON,269.48
ON100280,25/10/2025,C11809,P2610,Power Bank,Electronics,174.09,4,BOGO,20,PayPal,London,ON,557.09
ON100708,26/10/2025,C12165,P9698,Dumbbells,Sports,33.56,3,BOGO,20,Mobile Wallet,Barrie,ON,80.54
ON100231,27/10/2025,C10184,P6828,Pasta,Grocery,7.92,2,NO_COUPON,0,Debit Card,Guelph,ON,15.84
ON100248,27/10/2025,C10704,P9533,Wireless Keyboard,Electronics,18.54,2,NO_COUPON,0,PayPal,Windsor,ON,37.08
ON100556,27/10/2025,C10233,P5362,Water Bottle Sport,Sports,24.58,5,BOGO,20,Debit Card,Waterloo,ON,98.32
ON101003,27/10/2025,C12307,P1852,Blender,Home & Kitchen,86.52,3,NO_COUPON,0,Debit Card,Markham,ON,259.56
ON100181,28/10/2025,C12387,P4475,Moisturizer,Beauty,7.62,4,NO_COUPON,0,Interac,Cambridge,ON,30.48
ON100199,28/10/2025,C10200,P4983,Hoodie,Apparel,12.02,1,NO_COUPON,0,Credit Card,Hamilton,ON,12.02
ON100179,29/10/2025,C11406,P7434,Cereal,Grocery,3.72,3,WELCOME5,5,PayPal,Markham,ON,10.6
ON100054,30/10/2025,C10976,P6671,Pasta,Grocery,3.36,4,NO_COUPON,0,Debit Card,Ottawa,ON,13.44
ON100447,30/10/2025,C11300,P8854,Basketball,Sports,15.84,3,BOGO,20,Debit Card,Vaughan,ON,38.02
ON100020,31/10/2025,C11982,P1534,Power Bank,Electronics,64.37,4,NO_COUPON,0,Mobile Wallet,Hamilton,ON,257.48
ON100399,31/10/2025,C12176,P4653,Wireless Keyboard,Electronics,41.7,4,NO_COUPON,0,Mobile Wallet,Brampton,ON,166.8
ON100400,31/10/2025,C11370,P4244,Wireless Mouse,Electronics,138.73,2,NO_COUPON,0,Mobile Wallet,Ottawa,ON,277.46
ON100658,02/11/2025,C11240,P4857,Granola Bars,Grocery,4.65,4,WELCOME5,5,Credit Card,Markham,ON,17.67
ON100993,02/11/2025,C11077,P4041,Wireless Mouse,Electronics,178.75,5,BOGO,20,Credit Card,Cambridge,ON,715
ON100113,03/11/2025,C10061,P5862,Fitness Tracker,Sports,33.68,2,SAVE10,10,Credit Card,Waterloo,ON,60.62
ON100156,03/11/2025,C10383,P7025,Coffee Beans,Grocery,18.8,3,BOGO,20,Credit Card,Cambridge,ON,45.12
ON100549,03/11/2025,C12134,P1940,Coffee Maker,Home & Kitchen,9.4,2,NO_COUPON,0,Credit Card,Barrie,ON,18.8
ON100620,03/11/2025,C11420,P4247,Jeans,Apparel,67.02,1,NO_COUPON,0,Mobile Wallet,London,ON,67.02
ON100864,03/11/2025,C12403,P2199,Bluetooth Speaker,Electronics,111.77,6,NO_COUPON,0,Credit Card,Scarborough,ON,670.62
ON100414,04/11/2025,C12436,P1772,Knife Set,Home & Kitchen,9.13,3,BOGO,20,Debit Card,Hamilton,ON,21.91
ON100439,05/11/2025,C10075,P3658,Olive Oil,Grocery,3.65,1,SAVE10,10,PayPal,Vaughan,ON,3.28
ON100926,05/11/2025,C10161,P2629,Bluetooth Speaker,Electronics,86.57,2,SAVE10,10,Credit Card,Cambridge,ON,155.83
ON100016,08/11/2025,C10784,P5770,Moisturizer,Beauty,70.07,2,SAVE10,10,Interac,Mississauga,ON,126.13
ON100985,08/11/2025,C10733,P8094,Storage Bin,Home & Kitchen,72.73,3,NO_COUPON,0,Mobile Wallet,Windsor,ON,218.19
ON100338,09/11/2025,C10080,P6787,Baseball Cap,Apparel,13.57,4,SAVE15,15,Credit Card,Scarborough,ON,46.14
ON100600,09/11/2025,C11123,P1638,Granola Bars,Grocery,10.7,7,SAVE15,15,Mobile Wallet,Guelph,ON,63.66
ON100791,09/11/2025,C10768,P4919,USB-C Hub,Electronics,28.19,3,WELCOME5,5,Mobile Wallet,Hamilton,ON,80.34
ON100542,10/11/2025,C10077,P7959,Tea,Grocery,35.93,3,FREESHIP,0,Interac,Hamilton,ON,107.79
ON100360,11/11/2025,C12442,P1971,Air Fryer,Home & Kitchen,20.45,4,SAVE15,15,Debit Card,Kitchener,ON,69.53
ON100707,11/11/2025,C12178,P3040,Wireless Mouse,Electronics,223,5,NO_COUPON,0,Credit Card,Guelph,ON,1115
ON100691,12/11/2025,C10482,P4666,Storage Bin,Home & Kitchen,43.68,1,NO_COUPON,0,Credit Card,Brampton,ON,43.68
ON100995,12/11/2025,C11957,P4075,Lip Balm,Beauty,53.17,5,NO_COUPON,0,Interac,Scarborough,ON,265.85
ON101000,12/11/2025,C12321,P1047,Fitness Tracker,Sports,17.21,3,NO_COUPON,0,Mobile Wallet,Guelph,ON,51.63
ON100443,13/11/2025,C11576,P2899,T-Shirt,Apparel,161.97,6,NO_COUPON,0,PayPal,Toronto,ON,971.82
ON100571,14/11/2025,C12377,P9835,Jeans,Apparel,67.77,2,NO_COUPON,0,Interac,Markham,ON,135.54
ON100670,14/11/2025,C10570,P2467,Dumbbells,Sports,20.87,4,WELCOME5,5,Credit Card,Toronto,ON,79.31
ON100702,14/11/2025,C10576,P9313,Webcam,Electronics,195.45,2,WELCOME5,5,Debit Card,Kitchener,ON,371.35
ON100881,14/11/2025,C10995,P8735,Jeans,Apparel,45.46,3,SAVE10,10,Credit Card,Toronto,ON,122.74
ON100010,16/11/2025,C11467,P2220,Basketball,Sports,29.66,3,SAVE10,10,Debit Card,Vaughan,ON,80.08
ON100982,16/11/2025,C11631,P4966,Face Cleanser,Beauty,69.97,16,NO_COUPON,0,Debit Card,Markham,ON,1119.52
ON100980,18/11/2025,C12336,P1509,Lip Balm,Beauty,7.47,2,BOGO,20,PayPal,Guelph,ON,11.95
ON100481,19/11/2025,C11130,P2534,Basketball,Sports,35.38,3,WELCOME5,5,Debit Card,London,ON,100.83
ON100500,19/11/2025,C12488,P8296,Cereal,Grocery,5.36,2,NO_COUPON,0,Credit Card,Cambridge,ON,10.72
ON100345,20/11/2025,C11948,P6422,Tea,Grocery,12.11,1,SAVE10,10,Credit Card,Markham,ON,10.9
ON100647,20/11/2025,C10107,P2638,Webcam,Electronics,74.6,6,NO_COUPON,0,Credit Card,Brampton,ON,447.6
ON100736,20/11/2025,C12494,P1049,Body Lotion,Beauty,29.36,8,NO_COUPON,0,Credit Card,Guelph,ON,234.88
ON100554,22/11/2025,C10062,P5439,Shampoo,Beauty,25.33,3,WELCOME5,5,Credit Card,Barrie,ON,72.19
ON100598,22/11/2025,C10504,P1091,Webcam,Electronics,231.78,4,SAVE15,15,Interac,Guelph,ON,788.05
ON100639,22/11/2025,C10888,P7029,Webcam,Electronics,78.65,2,SAVE10,10,Credit Card,Scarborough,ON,141.57
ON100917,23/11/2025,C10541,P4698,Coffee Maker,Home & Kitchen,65.13,2,SAVE10,10,Debit Card,Vaughan,ON,117.23
ON100532,24/11/2025,C11693,P8421,Coffee Maker,Home & Kitchen,119.43,3,WELCOME5,5,Credit Card,Vaughan,ON,340.38
ON100865,24/11/2025,C10017,P3158,Winter Jacket,Apparel,77.92,6,NO_COUPON,0,Credit Card,Mississauga,ON,467.52
ON100913,25/11/2025,C10980,P5113,Dumbbells,Sports,11.85,3,BOGO,20,PayPal,Markham,ON,28.44
ON100285,26/11/2025,C10576,P4471,Yoga Mat,Sports,12.47,2,BOGO,20,Debit Card,Hamilton,ON,19.95
ON100300,26/11/2025,C11627,P6587,T-Shirt,Apparel,212.03,4,NO_COUPON,0,Credit Card,Hamilton,ON,848.12
ON100903,26/11/2025,C11513,P4606,Coffee Beans,Grocery,18.09,3,FREESHIP,0,PayPal,London,ON,54.27
ON100291,27/11/2025,C10442,P2678,Winter Jacket,Apparel,19.95,2,SAVE15,15,Mobile Wallet,Kitchener,ON,33.92
ON100778,27/11/2025,C11414,P7795,Water Bottle,Home & Kitchen,34.39,3,SAVE10,10,Debit Card,London,ON,92.85
ON100795,27/11/2025,C11941,P6861,Jeans,Apparel,12.09,1,FREESHIP,0,Debit Card,Cambridge,ON,12.09
ON100028,28/11/2025,C11001,P1424,Winter Jacket,Apparel,159.71,2,BOGO,20,Credit Card,Markham,ON,255.54
ON100056,28/11/2025,C10205,P6192,Tea,Grocery,31.64,2,NO_COUPON,0,Debit Card,Vaughan,ON,63.28
ON100225,28/11/2025,C11188,P3421,Tea,Grocery,30.6,1,NO_COUPON,0,Debit Card,Barrie,ON,30.6
ON100325,28/11/2025,C11189,P9509,Hoodie,Apparel,37.76,3,SAVE15,15,Debit Card,Toronto,ON,96.29
ON100867,29/11/2025,C12246,P9236,Dumbbells,Sports,29.88,4,NO_COUPON,0,Debit Card,Toronto,ON,119.52
ON100968,29/11/2025,C12166,P6467,Bluetooth Speaker,Electronics,148.74,2,SAVE10,10,Credit Card,Brampton,ON,267.73
ON100977,30/11/2025,C11914,P5518,Running Shoes,Apparel,104.99,1,NO_COUPON,0,Credit Card,Vaughan,ON,104.99
ON100646,02/12/2025,C10235,P7516,Wireless Keyboard,Electronics,219.78,2,FREESHIP,0,PayPal,Barrie,ON,439.56
ON100751,02/12/2025,C11848,P7067,Jeans,Apparel,50.14,3,BOGO,20,Debit Card,Kitchener,ON,120.34
ON100033,03/12/2025,C12481,P4377,Baseball Cap,Apparel,60.65,2,NO_COUPON,0,Credit Card,Barrie,ON,121.3
ON100130,03/12/2025,C10041,P5420,Jeans,Apparel,25.39,1,NO_COUPON,0,Debit Card,Waterloo,ON,25.39
ON100303,03/12/2025,C11595,P6340,Wireless Mouse,Electronics,44.59,2,WELCOME5,5,PayPal,Markham,ON,84.72
ON100324,03/12/2025,C11336,P7473,Pasta,Grocery,11.32,4,NO_COUPON,0,Debit Card,Cambridge,ON,45.28
ON100744,03/12/2025,C10091,P2370,Jeans,Apparel,44.8,3,NO_COUPON,0,Mobile Wallet,Ottawa,ON,134.4
ON100111,04/12/2025,C11004,P2289,Jeans,Apparel,47.63,3,NO_COUPON,0,Credit Card,London,ON,142.89
ON100450,04/12/2025,C10996,P4979,Bluetooth Speaker,Electronics,65.27,2,NO_COUPON,0,Debit Card,Barrie,ON,130.54
ON100155,05/12/2025,C11954,P2824,Yoga Mat,Sports,55.21,4,NO_COUPON,0,Credit Card,Cambridge,ON,220.84
ON100988,05/12/2025,C10922,P4433,Jeans,Apparel,37.67,5,NO_COUPON,0,Mobile Wallet,Windsor,ON,188.35
ON100132,06/12/2025,C11935,P9350,Bluetooth Speaker,Electronics,191.61,4,SAVE10,10,PayPal,Scarborough,ON,689.8
ON100078,09/12/2025,C12024,P9846,Coffee Maker,Home & Kitchen,27.97,3,FREESHIP,0,Interac,Windsor,ON,83.91
ON100696,09/12/2025,C12287,P7665,Air Fryer,Home & Kitchen,10.16,3,NO_COUPON,0,PayPal,Scarborough,ON,30.48
ON100124,10/12/2025,C11621,P2548,Granola Bars,Grocery,12.68,1,NO_COUPON,0,Credit Card,Brampton,ON,12.68
ON100129,10/12/2025,C10712,P9734,USB-C Hub,Electronics,20.62,2,SAVE10,10,Debit Card,Waterloo,ON,37.12
ON100965,10/12/2025,C12341,P3930,Lip Balm,Beauty,11.68,1,SAVE10,10,Debit Card,Markham,ON,10.51
ON101014,10/12/2025,C10430,P4472,Webcam,Electronics,37.01,2,SAVE10,10,Debit Card,London,ON,66.62
ON100431,11/12/2025,C11085,P3711,Tea,Grocery,13.87,3,FREESHIP,0,Interac,Markham,ON,41.61
ON100114,12/12/2025,C10169,P6162,Olive Oil,Grocery,6.85,2,NO_COUPON,0,Credit Card,Waterloo,ON,13.7
ON100563,13/12/2025,C11849,P5944,Knife Set,Home & Kitchen,12.79,4,NO_COUPON,0,Credit Card,Toronto,ON,51.16
ON100284,14/12/2025,C10395,P9759,Water Bottle,Home & Kitchen,80.06,1,NO_COUPON,0,Credit Card,Brampton,ON,80.06
ON100698,14/12/2025,C11154,P9691,Jeans,Apparel,43.82,2,WELCOME5,5,PayPal,Hamilton,ON,83.26
ON100908,14/12/2025,C10283,P7698,Water Bottle,Home & Kitchen,26.44,3,NO_COUPON,0,Debit Card,Kitchener,ON,79.32
ON100963,14/12/2025,C10458,P2606,Running Shoes,Apparel,16.03,3,SAVE15,15,Mobile Wallet,Toronto,ON,40.88
ON100127,15/12/2025,C10415,P4222,Moisturizer,Beauty,6.53,3,NO_COUPON,0,Credit Card,Hamilton,ON,19.59
ON100528,17/12/2025,C10805,P1571,Blender,Home & Kitchen,48.75,2,FREESHIP,0,PayPal,Vaughan,ON,97.5
ON100916,17/12/2025,C11787,P1968,Webcam,Electronics,74.79,5,WELCOME5,5,Mobile Wallet,Vaughan,ON,355.25
ON100224,18/12/2025,C11869,P8503,USB-C Hub,Electronics,202.34,8,NO_COUPON,0,Credit Card,Hamilton,ON,1618.72
ON100590,18/12/2025,C11201,P6697,Storage Bin,Home & Kitchen,10.82,3,SAVE15,15,Debit Card,Ottawa,ON,27.59
ON100262,19/12/2025,C11094,P3226,Olive Oil,Grocery,17.71,5,NO_COUPON,0,Mobile Wallet,Barrie,ON,88.55
ON100418,19/12/2025,C11627,P5580,Coffee Maker,Home & Kitchen,18.56,3,FREESHIP,0,Credit Card,Cambridge,ON,55.68
ON100668,19/12/2025,C12360,P8207,Cereal,Grocery,13.12,1,SAVE15,15,Mobile Wallet,Waterloo,ON,11.15
ON100238,21/12/2025,C11872,P3514,Knife Set,Home & Kitchen,13.88,2,FREESHIP,0,PayPal,Barrie,ON,27.76
ON100256,23/12/2025,C12397,P3543,Olive Oil,Grocery,12.02,2,SAVE10,10,Credit Card,Cambridge,ON,21.64
ON100970,23/12/2025,C11759,P7195,T-Shirt,Apparel,59.24,3,SAVE15,15,Debit Card,Barrie,ON,151.06
ON100775,24/12/2025,C10547,P3884,Jeans,Apparel,88.97,3,SAVE10,10,Interac,London,ON,240.22
ON100951,24/12/2025,C10127,P8634,Coffee Beans,Grocery,6.34,3,NO_COUPON,0,Interac,Waterloo,ON,19.02
ON100966,24/12/2025,C11014,P1437,Blender,Home & Kitchen,44.19,3,NO_COUPON,0,Mobile Wallet,Cambridge,ON,132.57
ON100266,25/12/2025,C10346,P9478,Hair Dryer,Beauty,31.77,6,WELCOME5,5,Debit Card,Toronto,ON,181.09
ON100541,25/12/2025,C11871,P9023,Baseball Cap,Apparel,12.86,4,SAVE10,10,Debit Card,Windsor,ON,46.3
ON100688,25/12/2025,C10876,P7834,Wireless Mouse,Electronics,18.78,1,NO_COUPON,0,Debit Card,Barrie,ON,18.78
ON100901,26/12/2025,C10676,P4564,Fitness Tracker,Sports,14.53,5,SAVE15,15,Debit Card,Toronto,ON,61.75
ON100513,27/12/2025,C10791,P7701,Hoodie,Apparel,42.06,2,NO_COUPON,0,Debit Card,Vaughan,ON,84.12
ON100679,27/12/2025,C10678,P5124,Air Fryer,Home & Kitchen,8.65,2,NO_COUPON,0,Credit Card,London,ON,17.3
ON100462,28/12/2025,C10902,P5725,Wireless Mouse,Electronics,103.61,2,FREESHIP,0,Debit Card,London,ON,207.22
ON100449,29/12/2025,C11154,P3495,Yoga Mat,Sports,38.22,4,BOGO,20,Credit Card,London,ON,122.3
ON100656,29/12/2025,C11739,P5479,Pasta,Grocery,8.75,4,NO_COUPON,0,Interac,Toronto,ON,35
ON100388,30/12/2025,C10616,P4925,Body Lotion,Beauty,12.79,1,SAVE10,10,PayPal,Ottawa,ON,11.51
ON100524,30/12/2025,C10868,P1662,Body Lotion,Beauty,12.4,2,NO_COUPON,0,Credit Card,Ottawa,ON,24.8
ON100710,30/12/2025,C11697,P9350,Running Shoes,Apparel,107.39,3,NO_COUPON,0,Interac,Barrie,ON,322.17
ON100135,01/01/2026,C12029,P7733,Lip Balm,Beauty,11.83,4,SAVE10,10,Debit Card,Ottawa,ON,42.59
ON100952,01/01/2026,C10444,P1404,Webcam,Electronics,42.35,3,BOGO,20,Credit Card,London,ON,101.64
ON100487,02/01/2026,C10967,P2917,Body Lotion,Beauty,44.25,3,SAVE10,10,Credit Card,Cambridge,ON,119.48
ON100617,02/01/2026,C10369,P9458,Basketball,Sports,57.2,2,BOGO,20,Interac,Barrie,ON,91.52
ON100483,03/01/2026,C11654,P5354,Power Bank,Electronics,61.21,4,WELCOME5,5,Mobile Wallet,Brampton,ON,232.6
ON100838,03/01/2026,C12494,P1218,Power Bank,Electronics,84.63,5,FREESHIP,0,Debit Card,Brampton,ON,423.15
ON100189,04/01/2026,C10441,P1468,Olive Oil,Grocery,12.54,2,FREESHIP,0,Credit Card,Scarborough,ON,25.08
ON100941,06/01/2026,C11011,P4495,Basketball,Sports,131.61,4,NO_COUPON,0,PayPal,Mississauga,ON,526.44
ON100265,07/01/2026,C11656,P2833,Winter Jacket,Apparel,16.18,5,SAVE15,15,Mobile Wallet,Brampton,ON,68.76
ON100756,07/01/2026,C12463,P4444,Lip Balm,Beauty,18.04,4,SAVE15,15,Credit Card,Hamilton,ON,61.34
ON100884,07/01/2026,C12072,P3201,Wireless Keyboard,Electronics,54.5,5,NO_COUPON,0,Credit Card,Guelph,ON,272.5
ON100663,08/01/2026,C12356,P1503,Olive Oil,Grocery,22.36,3,NO_COUPON,0,Debit Card,Windsor,ON,67.08
ON100318,09/01/2026,C11264,P5924,Winter Jacket,Apparel,54.76,4,FREESHIP,0,Credit Card,Barrie,ON,219.04
ON100938,09/01/2026,C12141,P2929,Wireless Keyboard,Electronics,55,2,SAVE10,10,PayPal,London,ON,99
ON100594,10/01/2026,C11826,P1465,Baseball Cap,Apparel,108.62,4,NO_COUPON,0,Credit Card,Mississauga,ON,434.48
ON100692,10/01/2026,C12431,P8511,T-Shirt,Apparel,91.06,2,NO_COUPON,0,Interac,Markham,ON,182.12
ON100887,10/01/2026,C10027,P5430,USB-C Hub,Electronics,216.08,2,NO_COUPON,0,Interac,Hamilton,ON,432.16
ON100972,10/01/2026,C10207,P7581,T-Shirt,Apparel,80.68,6,WELCOME5,5,Debit Card,Vaughan,ON,459.88
ON100337,13/01/2026,C10208,P9780,Storage Bin,Home & Kitchen,144.37,6,WELCOME5,5,PayPal,Toronto,ON,822.91
ON100666,13/01/2026,C11089,P8646,Bluetooth Speaker,Electronics,49.3,2,WELCOME5,5,Debit Card,Waterloo,ON,93.67
ON100813,14/01/2026,C10281,P3771,Cereal,Grocery,22.88,3,SAVE15,15,Credit Card,Scarborough,ON,58.34
ON100981,15/01/2026,C10327,P1343,Coffee Maker,Home & Kitchen,82.86,1,NO_COUPON,0,Debit Card,Kitchener,ON,82.86
ON100236,16/01/2026,C11175,P5999,T-Shirt,Apparel,60.12,2,NO_COUPON,0,Interac,Windsor,ON,120.24
ON100241,17/01/2026,C12065,P3459,Bluetooth Speaker,Electronics,20.84,2,NO_COUPON,0,Credit Card,Brampton,ON,41.68
