order_id,date,customer_id,product_id,product,product_category,price,quantity,coupon_code,discount_pct,payment_method,shipping_city,shipping_province,sales_amount,coupon_discount_pct,gross_revenue,net_revenue,days_since_purchase
ON100823,2026-03-06,C11809,P7655,Wireless Mouse,Electronics,192.49,2.0,NO_COUPON,0,Credit Card,Brampton,ON,384.98,0.0,384.98,384.98,277
ON100123,2026-04-06,C11244,P2169,Coffee Beans,Grocery,23.79,3.0,NO_COUPON,0,Credit Card,Toronto,ON,71.37,0.0,71.37,71.37,246
ON100149,2026-04-06,C12005,P3264,Tea,Grocery,4.91,3.0,SAVE15,15,Credit Card,Markham,ON,12.52,15.0,14.73,12.5205,246
ON100228,2026-04-06,C11869,P2855,T-Shirt,Apparel,52.21,4.0,NO_COUPON,15,Mobile Wallet,Waterloo,ON,177.51,0.0,208.84,177.514,246
ON100036,2026-05-06,C12190,P8453,Basketball,Sports,163.65,4.0,SAVE10,10,Credit Card,Cambridge,ON,589.14,10.0,654.6,589.14,216
ON100602,2026-05-06,C12028,P6357,Water Bottle Sport,Sports,16.04,3.0,SAVE15,15,Credit Card,Kitchener,ON,40.9,15.0,48.12,40.901999999999994,216
ON100005,2026-06-06,C12492,P2139,Bluetooth Speaker,Electronics,51.28,4.0,NO_COUPON,0,Credit Card,Barrie,ON,205.12,0.0,205.12,205.12,185
ON100659,2026-07-06,C12026,P1263,Baseball Cap,Apparel,171.03,2.0,NO_COUPON,0,Credit Card,Guelph,ON,342.06,0.0,342.06,342.06,155
ON100421,2026-09-06,C11558,P5784,Water Bottle Sport,Sports,43.91,3.0,FREESHIP,0,Debit Card,Vaughan,ON,131.73,0.0,131.73,131.73,93
ON100817,2026-09-06,C12233,P1572,Fitness Tracker,Sports,25.34,2.0,FREESHIP,0,PayPal,Cambridge,ON,50.68,0.0,50.68,50.68,93
ON100485,2026-11-06,C11184,P6614,Wireless Mouse,Electronics,25.24,8.0,SAVE10,10,Credit Card,Mississauga,ON,181.73,10.0,201.92,181.72799999999998,32
ON100497,2026-11-06,C11306,P5015,Air Fryer,Home & Kitchen,71.57,4.0,SAVE10,10,Debit Card,Windsor,ON,257.65,10.0,286.28,257.652,32
ON101008,2026-12-06,C11401,P9207,Power Bank,Electronics,192.05,2.0,WELCOME5,5,Debit Card,Markham,ON,364.9,5.0,384.1,364.895,2
ON100176,2026-01-07,C10300,P6493,Coffee Maker,Home & Kitchen,12.18,3.0,NO_COUPON,0,Mobile Wallet,Scarborough,ON,36.54,0.0,36.54,36.54,335
ON100216,2026-02-07,C10660,P8032,Storage Bin,Home & Kitchen,174.63,4.0,SAVE10,10,PayPal,Windsor,ON,628.67,10.0,698.52,628.668,304
ON100585,2026-02-07,C10944,P6824,Olive Oil,Grocery,4.1,3.0,WELCOME5,5,Debit Card,Toronto,ON,11.68,5.0,12.299999999999999,11.684999999999999,304
ON100066,2026-04-07,C10448,P7989,Water Bottle,Home & Kitchen,141.78,3.0,NO_COUPON,0,Credit Card,Brampton,ON,425.34,0.0,425.34000000000003,425.34000000000003,245
ON100339,2026-04-07,C10480,P1742,Tea,Grocery,10.94,5.0,SAVE15,15,Interac,Toronto,ON,46.5,15.0,54.699999999999996,46.495,245
ON100198,2026-06-07,C11018,P4614,USB-C Hub,Electronics,23.21,2.0,FREESHIP,0,Debit Card,Cambridge,ON,46.42,0.0,46.42,46.42,184
ON100828,2026-07-07,C10820,P4390,Lip Balm,Beauty,8.29,1.0,NO_COUPON,0,Credit Card,Mississauga,ON,8.29,0.0,8.29,8.29,154
ON100831,2026-07-07,C10014,P4530,Running Shoes,Apparel,22.53,2.0,WELCOME5,5,Debit Card,Mississauga,ON,42.81,5.0,45.06,42.807,154
ON100929,2026-09-07,C12316,P4334,Basketball,Sports,18.43,5.0,WELCOME5,5,Credit Card,Windsor,ON,87.54,5.0,92.15,87.5425,92
ON100522,2026-10-07,C11689,P2079,Webcam,Electronics,21.53,3.0,FREESHIP,0,Credit Card,Markham,ON,64.59,0.0,64.59,64.59,62
ON100633,2026-11-07,C10360,P3977,USB-C Hub,Electronics,153.52,4.0,WELCOME5,5,Credit Card,Guelph,ON,583.38,5.0,614.08,583.376,31
ON100151,2026-12-07,C10300,P2126,Air Fryer,Home & Kitchen,11.63,1.0,SAVE15,15,Mobile Wallet,Ottawa,ON,9.89,15.0,11.63,9.8855,1
ON100660,2026-12-07,C11564,P5505,Coffee Maker,Home & Kitchen,105.72,3.0,WELCOME5,5,Credit Card,Ottawa,ON,301.3,5.0,317.15999999999997,301.30199999999996,1
ON100792,2026-12-07,C10881,P8185,Resistance Bands,Sports,100.8,3.0,NO_COUPON,0,Debit Card,Toronto,ON,302.4,0.0,302.4,302.4,1
ON100765,2026-01-08,C11534,P4143,Running Shoes,Apparel,103.02,3.0,BOGO,20,Debit Card,Brampton,ON,247.25,0.0,309.06,247.24800000000002,334
ON100289,2026-02-08,C11192,P1992,Lip Balm,Beauty,87.31,2.0,NO_COUPON,0,Interac,Toronto,ON,174.62,0.0,174.62,174.62,303
ON100334,2026-02-08,C10746,P7736,Webcam,Electronics,138.39,5.0,FREESHIP,0,Interac,Guelph,ON,691.95,0.0,691.9499999999999,691.9499999999999,303
ON100662,2026-02-08,C10790,P2801,Water Bottle,Home & Kitchen,58.54,4.0,NO_COUPON,0,Credit Card,Kitchener,ON,234.16,0.0,234.16,234.16,303
ON100442,2026-04-08,C10059,P7366,Jeans,Apparel,183.19,2.0,SAVE15,15,Credit Card,Cambridge,ON,311.42,15.0,366.38,311.423,244
ON100270,2026-05-08,C10173,P8208,Coffee Maker,Home & Kitchen,13.87,3.0,BOGO,20,Credit Card,Ottawa,ON,33.29,0.0,41.61,33.288000000000004,214
ON100191,2026-06-08,C11743,P6500,Running Shoes,Apparel,102.53,5.0,NO_COUPON,0,Debit Card,Mississauga,ON,512.65,0.0,512.65,512.65,183
ON100508,2026-06-08,C12292,P6889,Knife Set,Home & Kitchen,153.51,4.0,NO_COUPON,0,Interac,Guelph,ON,614.04,0.0,614.04,614.04,183
ON100674,2026-06-08,C10125,P8710,Water Bottle,Home & Kitchen,19.98,2.0,NO_COUPON,0,PayPal,Mississauga,ON,39.96,0.0,39.96,39.96,183
ON100675,2026-06-08,C12466,P4946,Granola Bars,Grocery,14.57,2.0,NO_COUPON,0,Credit Card,Mississauga,ON,29.14,0.0,29.14,29.14,183
ON100196,2026-07-08,C10598,P6048,Fitness Tracker,Sports,37.69,3.0,NO_COUPON,0,Debit Card,Cambridge,ON,113.07,0.0,113.07,113.07,153
ON100640,2026-07-08,C11526,P8277,Wireless Keyboard,Electronics,160.54,4.0,NO_COUPON,0,Mobile Wallet,Hamilton,ON,642.16,0.0,642.16,642.16,153
ON100740,2026-07-08,C11239,P8768,Tea,Grocery,20.73,3.0,NO_COUPON,0,Credit Card,Hamilton,ON,62.19,0.0,62.19,62.19,153
ON100984,2026-07-08,C10238,P7909,Water Bottle Sport,Sports,22.71,2.0,NO_COUPON,0,PayPal,Windsor,ON,45.42,0.0,45.42,45.42,153
ON100331,2026-08-08,C12116,P2097,USB-C Hub,Electronics,23.53,4.0,BOGO,20,PayPal,Scarborough,ON,75.3,0.0,94.12,75.296,122
ON100496,2026-08-08,C12321,P6009,Yoga Mat,Sports,27.13,4.0,FREESHIP,0,Interac,Waterloo,ON,108.52,0.0,108.52,108.52,122
ON100841,2026-08-08,C11969,P4028,Moisturizer,Beauty,50.38,1.0,SAVE10,10,Interac,Mississauga,ON,45.34,10.0,50.38,45.342000000000006,122
ON100460,2026-10-08,C11402,P7286,Running Shoes,Apparel,13.43,4.0,NO_COUPON,0,Credit Card,Hamilton,ON,53.72,0.0,53.72,53.72,61
ON100601,2026-10-08,C10783,P2269,Water Bottle,Home & Kitchen,84.24,4.0,SAVE10,10,Mobile Wallet,Guelph,ON,303.26,10.0,336.96,303.264,61
ON100063,2026-11-08,C11432,P7609,Jeans,Apparel,77.71,3.0,WELCOME5,5,Credit Card,London,ON,221.47,5.0,233.13,221.47349999999997,30
ON100785,2026-11-08,C11173,P6202,Coffee Beans,Grocery,5.8,4.0,SAVE15,15,PayPal,London,ON,19.72,15.0,23.2,19.72,30
ON100849,2026-11-08,C11996,P2134,Coffee Maker,Home & Kitchen,121.3,6.0,NO_COUPON,0,Interac,Windsor,ON,727.8,0.0,727.8,727.8,30
ON100204,2026-12-08,C10587,P9781,T-Shirt,Apparel,19.53,1.0,NO_COUPON,0,Debit Card,London,ON,19.53,0.0,19.53,19.53,0
ON100349,2026-12-08,C10812,P2363,Coffee Beans,Grocery,6.5,3.0,SAVE15,15,Mobile Wallet,Windsor,ON,16.58,15.0,19.5,16.575,0
ON100411,2026-12-08,C10158,P8354,Body Lotion,Beauty,31.68,3.0,NO_COUPON,0,Debit Card,Ottawa,ON,95.04,0.0,95.03999999999999,95.03999999999999,0
